name,team,pos,age,games,gamesStarted,mpg,fgm,fga,fg%,3pm,3pa,3%,2%,efg%,ftm,fta,ft%,orb,drb,trb,apg,spg,bpg,tov,pf,ppg
Jeff Adrien,GSW,PF,24,23,0,8.5,1.0,2.3,.426,0.0,0.0,,.426,.426,0.5,0.8,.579,1.0,1.5,2.5,0.4,0.2,0.2,0.4,1.2,2.5
Arron Afflalo,DEN,SG,25,69,69,33.7,4.5,9.1,.498,1.5,3.6,.423,.546,.581,2.0,2.4,.847,0.7,3.0,3.6,2.4,0.5,0.4,1.0,2.2,12.6
Maurice Ager,MIN,SG,26,4,0,7.3,1.5,2.8,.545,0.8,1.0,.750,.429,.682,0.0,0.0,,0.0,0.5,0.5,0.3,0.3,0.0,1.0,1.0,3.8
Alexis Ajinça,TOT,C,22,34,2,10.0,1.7,3.9,.444,0.4,1.0,.353,.475,.489,0.4,0.5,.722,0.5,1.8,2.3,0.3,0.3,0.6,0.5,2.1,4.2
Solomon Alabi,TOR,C,22,12,0,4.9,0.3,1.3,.200,0.0,0.0,,.200,.200,0.0,0.2,.000,0.6,0.6,1.2,0.2,0.2,0.2,0.3,0.4,0.5
Cole Aldrich,OKC,C,22,18,0,7.9,0.4,0.8,.533,0.0,0.0,,.533,.533,0.1,0.2,.500,0.7,1.2,1.9,0.2,0.3,0.4,0.4,1.7,1.0
LaMarcus Aldridge,POR,PF,25,81,81,39.6,8.7,17.5,.500,0.0,0.3,.174,.505,.501,4.3,5.5,.791,3.4,5.3,8.8,2.1,1.0,1.2,1.9,2.7,21.8
Malik Allen,ORL,PF,32,18,0,9.9,0.6,1.7,.355,0.0,0.0,,.355,.355,0.1,0.1,.500,0.7,1.1,1.8,0.2,0.1,0.2,0.2,1.7,1.3
Ray Allen*,BOS,SG,35,80,80,36.1,6.0,12.2,.491,2.1,4.7,.444,.520,.577,2.4,2.7,.881,0.6,2.8,3.4,2.7,1.0,0.2,1.5,1.8,16.5
Tony Allen,MEM,SG,29,72,31,20.8,3.5,6.8,.510,0.1,0.3,.174,.527,.514,1.9,2.5,.753,1.0,1.7,2.7,1.4,1.8,0.6,1.2,2.2,8.9
Al-Farouq Aminu,LAC,SF,20,81,14,17.9,2.0,5.0,.394,0.6,1.8,.315,.437,.450,1.1,1.5,.773,0.9,2.4,3.3,0.7,0.7,0.3,1.3,1.5,5.6
Lou Amundson,GSW,PF,28,46,7,15.0,1.8,4.0,.454,0.0,0.0,,.454,.454,0.7,1.9,.391,1.8,2.3,4.0,0.4,0.3,0.7,0.5,1.9,4.3
Chris Andersen,DEN,C,32,45,0,16.3,1.8,3.0,.599,0.0,0.0,.000,.603,.599,1.9,3.0,.637,1.7,3.2,4.9,0.4,0.5,1.3,0.6,1.8,5.6
David Andersen,TOT,PF,30,40,0,9.3,1.4,3.0,.463,0.2,0.6,.348,.490,.496,0.4,0.6,.636,0.5,1.6,2.1,0.3,0.1,0.2,0.6,1.0,3.4
James Anderson,SAS,SF,21,26,2,11.0,1.2,3.1,.383,0.7,1.8,.391,.371,.494,0.5,0.7,.778,0.1,0.8,0.9,0.7,0.1,0.2,0.5,0.9,3.6
Ryan Anderson,ORL,PF,22,64,14,22.3,3.5,8.2,.430,2.1,5.3,.393,.500,.558,1.5,1.8,.812,2.0,3.5,5.5,0.8,0.5,0.6,0.8,2.1,10.6
Carmelo Anthony,TOT,SF,26,77,77,35.7,8.9,19.5,.455,1.2,3.3,.378,.470,.487,6.6,7.9,.838,1.5,5.8,7.3,2.9,0.9,0.6,2.7,2.9,25.6
Joel Anthony,MIA,C,28,75,11,19.5,0.7,1.3,.535,0.0,0.0,,.535,.535,0.6,1.0,.644,1.4,2.2,3.5,0.3,0.1,1.2,0.5,2.6,2.0
Gilbert Arenas,TOT,PG,29,70,16,25.7,3.8,10.5,.366,1.4,4.7,.297,.423,.433,1.7,2.2,.784,0.3,2.4,2.7,3.9,1.1,0.3,2.5,2.7,10.8
