name,team,pos,age,games,gamesStarted,mpg,fgm,fga,fg%,3pm,3pa,3%,2%,efg%,ftm,fta,ft%,orb,drb,trb,apg,spg,bpg,tov,pf,ppg
RJ Barrett,NYK,SG,19,56,55,30.4,5.2,13.0,.402,1.1,3.5,.320,.432,.445,2.8,4.5,.614,0.9,4.1,5.0,2.6,1.0,0.3,2.2,2.2,14.3
Will Barton,DEN,SF,29,58,58,33.0,5.7,12.7,.450,1.9,5.0,.375,.498,.523,1.8,2.3,.767,1.3,5.0,6.3,3.7,1.1,0.5,1.5,2.1,15.1
Keita Bates-Diop,TOT,PF-SF,24,44,0,16.9,2.3,5.3,.427,0.8,2.3,.330,.504,.500,1.2,1.7,.720,0.6,2.3,2.9,0.7,0.4,0.5,0.4,1.0,6.5
Nicolas Batum,CHO,SF,31,22,3,23.0,1.3,3.7,.346,0.6,2.2,.286,.438,.432,0.4,0.5,.900,1.1,3.4,4.5,3.0,0.8,0.4,1.0,1.9,3.6
Aron Baynes,PHO,C,33,42,28,22.2,4.4,9.1,.480,1.4,4.0,.351,.582,.558,1.3,1.8,.747,1.7,4.0,5.6,1.6,0.2,0.5,1.2,3.4,11.5
Kent Bazemore,TOT,SF,30,68,21,24.8,2.9,7.9,.375,1.2,3.6,.344,.400,.453,1.7,2.2,.769,0.4,3.9,4.3,1.4,1.1,0.6,1.3,2.9,8.8
Darius Bazley,OKC,PF,19,61,9,18.5,2.0,5.2,.394,0.8,2.3,.348,.432,.472,0.7,1.0,.694,0.5,3.5,4.0,0.7,0.4,0.7,0.7,0.9,5.6
Bradley Beal,WAS,SG,26,57,57,36.0,10.4,22.9,.455,3.0,8.4,.353,.515,.520,6.8,8.0,.842,0.9,3.3,4.2,6.1,1.2,0.4,3.4,2.2,30.5
Malik Beasley,TOT,SG,23,55,14,22.0,4.1,9.7,.425,1.9,5.0,.388,.465,.525,1.0,1.2,.818,0.3,2.4,2.7,1.4,0.7,0.1,1.0,1.4,11.2
Marco Belinelli,SAS,SG,33,57,0,15.5,2.2,5.5,.392,1.2,3.1,.376,.412,.498,0.8,1.0,.828,0.1,1.6,1.7,1.2,0.2,0.0,0.3,0.8,6.3
Jordan Bell,TOT,C,25,29,0,8.8,1.2,2.3,.522,0.1,0.4,.333,.564,.552,0.7,1.1,.613,1.0,1.8,2.8,0.6,0.1,0.3,0.7,0.7,3.2
DeAndre' Bembry,ATL,SG,25,43,4,21.3,2.4,5.3,.456,0.3,1.5,.231,.546,.489,0.6,1.1,.542,0.8,2.7,3.5,1.9,1.3,0.4,1.4,2.0,5.8
Dragan Bender,TOT,PF-C,22,16,3,17.9,2.6,5.8,.446,0.9,2.7,.349,.531,.527,0.6,0.9,.714,1.0,3.6,4.6,1.8,0.3,0.6,1.3,2.6,6.7
Dāvis Bertāns,WAS,PF,27,54,4,29.3,4.9,11.3,.434,3.7,8.7,.424,.471,.598,1.9,2.3,.852,0.6,3.9,4.5,1.7,0.7,0.6,1.1,2.6,15.4
Patrick Beverley,LAC,PG,31,51,50,26.3,2.9,6.7,.431,1.6,4.0,.388,.496,.548,0.6,0.9,.660,1.1,4.1,5.2,3.6,1.1,0.5,1.3,3.1,7.9
Khem Birch,ORL,C,27,48,24,19.2,1.5,3.0,.510,0.0,0.0,.000,.514,.510,1.4,2.1,.653,1.9,2.7,4.6,1.0,0.4,0.5,0.6,1.9,4.4
Goga Bitadze,IND,C,20,54,2,8.7,1.3,2.8,.467,0.1,0.8,.190,.574,.493,0.4,0.6,.727,0.5,1.5,2.0,0.4,0.2,0.7,0.5,1.2,3.2
Bismack Biyombo,CHO,C,27,53,29,19.4,2.8,5.2,.543,0.0,0.0,,.543,.543,1.7,2.8,.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4
Nemanja Bjelica,SAC,PF,31,72,67,27.9,4.4,9.1,.481,1.9,4.4,.419,.541,.583,1.0,1.2,.821,1.5,4.8,6.4,2.8,0.9,0.6,1.4,3.0,11.5
Eric Bledsoe,MIL,PG,30,61,61,27.0,5.5,11.5,.475,1.2,3.5,.344,.533,.528,2.8,3.5,.790,0.7,3.9,4.6,5.4,0.9,0.4,2.4,2.1,14.9
Bogdan Bogdanović,SAC,SG,27,61,28,29.0,5.5,12.6,.440,2.7,7.2,.372,.532,.547,1.4,1.9,.741,0.4,3.0,3.4,3.4,1.0,0.2,1.7,2.2,15.1
Bojan Bogdanović,UTA,SF,30,63,63,33.1,6.6,14.8,.447,3.0,7.3,.414,.479,.548,4.0,4.4,.903,0.6,3.5,4.1,2.1,0.5,0.1,2.5,1.7,20.2
Bol Bol,DEN,PF,20,7,0,12.4,2.0,4.0,.500,0.6,1.3,.444,.526,.571,1.1,1.4,.800,0.7,2.0,2.7,0.9,0.3,0.9,1.4,1.6,5.7
Jonah Bolden,TOT,C,24,7,0,6.7,0.6,1.6,.364,0.0,0.6,.000,.571,.364,0.3,0.6,.500,0.4,0.9,1.3,0.0,0.4,0.3,0.3,1.4,1.4
Marques Bolden,CLE,C,21,1,0,3.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
Jordan Bone,DET,PG,22,10,0,5.3,0.5,2.0,.250,0.2,1.0,.200,.300,.300,0.0,0.0,,0.0,0.4,0.4,0.8,0.1,0.0,0.2,0.6,1.2
Isaac Bonga,WAS,SF,20,66,49,18.9,1.8,3.5,.504,0.4,1.1,.352,.571,.558,1.0,1.3,.812,1.1,2.3,3.4,1.2,0.7,0.3,0.9,2.4,5.0
Devin Booker,PHO,SG,23,70,70,35.9,9.0,18.3,.489,2.0,5.7,.354,.549,.544,6.7,7.3,.919,0.4,3.8,4.2,6.5,0.7,0.3,3.8,3.0,26.6
Chris Boucher,TOR,C,27,62,0,13.2,2.3,4.8,.472,0.6,1.9,.322,.569,.535,1.5,1.9,.784,1.7,2.7,4.5,0.4,0.4,1.0,0.5,1.8,6.6
Brian Bowen,IND,SF,21,6,1,5.2,0.5,1.7,.300,0.0,0.3,.000,.375,.300,0.0,0.0,,0.2,1.0,1.2,0.0,0.0,0.2,0.2,0.5,1.0
Ky Bowman,GSW,PG,22,45,12,22.6,3.0,7.1,.417,0.7,2.4,.308,.472,.469,0.8,0.9,.829,0.5,2.2,2.7,2.9,1.0,0.2,1.6,2.3,7.4
Avery Bradley,LAL,SG,29,49,44,24.2,3.5,7.8,.444,1.3,3.5,.364,.510,.526,0.4,0.5,.833,0.4,2.0,2.3,1.3,0.9,0.1,1.0,2.2,8.6
Tony Bradley,UTA,C,22,58,3,11.4,2.2,3.3,.667,0.1,0.1,1.000,.661,.675,0.5,0.8,.652,1.9,2.7,4.6,0.4,0.2,0.6,0.5,2.0,4.9
Jarrell Brantley,UTA,PF,23,9,0,10.7,1.1,3.1,.357,0.3,1.4,.231,.467,.411,0.1,0.2,.500,0.2,2.0,2.2,1.2,0.3,0.6,0.8,0.8,2.7
Ignas Brazdeikis,NYK,SF,21,9,0,5.9,0.7,2.4,.273,0.1,1.0,.111,.385,.295,0.4,0.6,.800,0.2,0.3,0.6,0.4,0.0,0.1,0.2,0.3,1.9
Corey Brewer,SAC,PF,33,5,0,6.6,0.4,0.8,.500,0.0,0.2,.000,.667,.500,0.2,0.6,.333,0.4,1.2,1.6,0.4,0.8,0.0,0.4,1.4,1.0
Mikal Bridges,PHO,SF,23,73,32,28.0,3.4,6.6,.510,1.0,2.7,.361,.610,.583,1.4,1.7,.844,0.9,3.1,4.0,1.8,1.4,0.6,1.0,2.2,9.1
Miles Bridges,CHO,SF,21,65,64,30.7,4.9,11.6,.424,1.5,4.6,.330,.486,.489,1.6,2.0,.809,1.4,4.2,5.6,1.8,0.6,0.7,1.5,2.0,13.0
Oshae Brissett,TOR,SF,21,19,0,7.1,0.7,1.9,.361,0.2,0.8,.200,.476,.403,0.4,0.5,.800,0.5,0.9,1.4,0.4,0.2,0.1,0.4,0.9,1.9
Ryan Broekhoff,DAL,SF,29,17,1,10.6,1.3,3.5,.373,1.2,3.0,.392,.250,.542,0.4,0.5,.875,0.3,2.2,2.5,0.6,0.3,0.2,0.4,0.9,4.2
Malcolm Brogdon,IND,PG,27,54,54,30.9,6.0,13.8,.438,1.4,4.3,.326,.488,.489,3.1,3.4,.892,0.9,4.0,4.9,7.1,0.6,0.2,2.4,1.8,16.5
Dillon Brooks,MEM,SG,24,73,73,28.9,6.0,14.6,.407,2.0,5.6,.358,.438,.476,2.2,2.8,.808,0.9,2.4,3.3,2.1,0.9,0.4,1.7,3.8,16.2
Bruce Brown,DET,PG,23,58,43,28.2,3.4,7.7,.443,0.6,1.7,.344,.470,.480,1.5,2.1,.739,1.1,3.7,4.7,4.0,1.1,0.5,1.7,2.8,8.9
Charlie Brown,ATL,SG,22,10,0,4.0,0.6,1.9,.316,0.3,0.9,.333,.300,.395,0.5,0.5,1.000,0.2,0.2,0.4,0.2,0.2,0.2,0.3,0.3,2.0
Jaylen Brown,BOS,SG,23,57,57,33.9,7.5,15.6,.481,2.3,5.9,.382,.543,.554,3.1,4.3,.724,1.1,5.3,6.4,2.1,1.1,0.4,2.2,2.9,20.3
Moses Brown,POR,C,20,9,0,3.7,0.4,1.1,.400,0.0,0.0,,.400,.400,0.3,0.9,.375,0.3,1.2,1.6,0.1,0.1,0.1,0.3,0.8,1.2
Sterling Brown,MIL,SF,24,52,1,14.8,1.8,4.9,.371,0.8,2.6,.324,.425,.457,0.6,0.8,.800,0.6,2.9,3.5,1.0,0.6,0.1,0.8,1.0,5.1
Troy Brown Jr.,WAS,SF,20,69,22,25.8,4.0,9.0,.439,0.9,2.6,.341,.479,.488,1.6,2.0,.784,1.1,4.4,5.6,2.6,1.2,0.1,1.1,1.9,10.4
Jalen Brunson,DAL,PG,23,57,16,17.9,3.2,6.8,.466,0.8,2.1,.358,.515,.522,1.1,1.3,.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
Thomas Bryant,WAS,C,22,46,36,24.9,5.3,9.1,.581,0.8,2.0,.407,.630,.626,1.9,2.5,.741,2.1,5.1,7.2,1.8,0.5,1.1,1.2,2.2,13.2
Reggie Bullock,NYK,SG,28,29,19,23.6,3.1,7.7,.402,1.3,3.8,.333,.469,.484,0.6,0.7,.810,0.4,1.9,2.3,1.4,0.9,0.1,0.7,1.9,8.1
Trey Burke,TOT,PG,27,33,1,15.8,2.8,6.3,.450,1.0,2.3,.427,.463,.526,0.7,0.9,.793,0.5,1.0,1.5,2.5,0.5,0.1,0.6,1.0,7.4
Alec Burks,TOT,SF-SG,28,66,19,26.6,4.9,11.6,.418,1.8,4.6,.385,.439,.493,3.6,4.0,.887,0.7,3.5,4.3,2.9,0.9,0.3,1.4,1.9,15.0
Deonte Burton,OKC,SF,26,39,0,9.1,1.1,3.2,.344,0.3,1.4,.189,.458,.384,0.2,0.4,.571,0.2,1.3,1.5,0.4,0.2,0.3,0.5,0.9,2.7
Jimmy Butler,MIA,SF,30,58,58,33.8,5.9,13.1,.455,0.5,2.1,.244,.495,.474,7.6,9.1,.834,1.8,4.8,6.7,6.0,1.8,0.6,2.2,1.4,19.9
Bruno Caboclo,TOT,C,24,30,0,8.1,1.3,3.0,.427,0.2,1.1,.182,.571,.461,0.3,0.3,.889,0.8,1.2,2.0,0.4,0.5,0.6,0.4,1.0,3.0
Devontae Cacok,LAL,C,23,1,0,9.0,3.0,6.0,.500,0.0,0.0,,.500,.500,0.0,0.0,,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0
Kentavious Caldwell-Pope,LAL,SG,26,69,26,25.5,3.4,7.3,.467,1.3,3.5,.385,.541,.558,1.1,1.5,.775,0.6,1.5,2.1,1.6,0.8,0.2,0.9,1.9,9.3
Vlatko Čančar,DEN,PF,22,14,0,3.2,0.4,1.1,.400,0.1,0.4,.167,.556,.433,0.3,0.3,1.000,0.4,0.4,0.7,0.2,0.1,0.1,0.2,0.5,1.2
Clint Capela,HOU,C,25,39,39,32.8,6.3,9.9,.629,0.0,0.0,,.629,.629,1.4,2.7,.529,4.3,9.5,13.8,1.2,0.8,1.8,1.6,2.6,13.9
DeMarre Carroll,TOT,SF-C,33,24,0,12.1,1.0,2.8,.379,0.3,1.4,.242,.515,.439,1.2,1.8,.690,0.5,1.8,2.3,1.0,0.3,0.2,0.7,1.3,3.6
Jevon Carter,PHO,PG,24,58,2,16.3,1.7,4.2,.416,1.1,2.5,.425,.402,.543,0.4,0.5,.852,0.5,1.5,2.0,1.4,0.8,0.3,0.6,1.5,4.9
Vince Carter,ATL,PF,43,60,0,14.6,1.8,5.1,.352,1.0,3.4,.302,.451,.452,0.4,0.5,.793,0.3,1.8,2.1,0.8,0.4,0.4,0.6,1.5,5.0
Wendell Carter Jr.,CHI,C,20,43,43,29.2,4.3,8.0,.534,0.1,0.7,.207,.564,.542,2.6,3.5,.737,3.2,6.2,9.4,1.2,0.8,0.8,1.7,3.8,11.3
Michael Carter-Williams,ORL,SG,28,45,0,18.5,2.5,5.8,.427,0.5,1.7,.293,.481,.469,1.8,2.1,.832,1.0,2.2,3.3,2.4,1.1,0.5,1.2,1.9,7.2
Alex Caruso,LAL,PG,25,64,2,18.4,1.9,4.5,.412,0.6,1.9,.333,.468,.481,1.1,1.5,.734,0.3,1.7,1.9,1.9,1.1,0.3,0.8,1.5,5.5
Willie Cauley-Stein,TOT,C,26,54,39,20.3,3.2,5.6,.579,0.0,0.0,.000,.581,.579,0.7,1.2,.606,1.6,4.3,5.8,1.3,0.9,1.1,0.7,2.2,7.2
Tyson Chandler,HOU,C,37,26,5,8.4,0.5,0.7,.778,0.0,0.0,,.778,.778,0.2,0.5,.462,1.0,1.6,2.5,0.2,0.2,0.3,0.3,1.2,1.3
Wilson Chandler,BRK,PF,32,35,3,21.0,2.1,5.2,.404,1.1,3.5,.306,.597,.505,0.6,0.7,.870,0.3,3.8,4.1,1.1,0.5,0.3,1.0,2.3,5.9
Joe Chealey,CHO,PG,24,4,0,8.3,0.0,1.8,.000,0.0,1.0,.000,.000,.000,0.5,0.5,1.000,0.0,0.0,0.0,0.3,1.0,0.0,0.5,0.5,0.5
Zylan Cheatham,NOP,PF,24,4,0,12.8,1.5,2.3,.667,0.0,0.3,.000,.750,.667,0.0,0.0,,0.8,1.5,2.3,0.8,0.3,0.3,1.0,2.5,3.0
Chris Chiozza,TOT,PG,24,28,2,14.3,2.0,5.0,.393,1.0,2.6,.375,.412,.489,0.2,0.2,1.000,0.3,1.6,1.9,3.0,0.8,0.1,1.1,1.3,5.1
Marquese Chriss,GSW,PF,22,59,21,20.3,3.6,6.5,.545,0.1,0.7,.205,.584,.556,2.0,2.6,.769,1.9,4.3,6.2,1.9,0.7,1.1,1.3,2.1,9.3
Gary Clark,TOT,SF-PF,25,42,5,13.5,1.3,3.2,.406,0.9,2.6,.351,.682,.553,0.2,0.2,.900,0.9,1.7,2.6,0.4,0.1,0.5,0.2,1.1,3.7
Brandon Clarke,MEM,PF,23,58,4,22.4,5.1,8.3,.618,0.4,1.1,.359,.658,.642,1.5,1.9,.759,1.6,4.4,5.9,1.4,0.6,0.8,0.9,1.7,12.1
Jordan Clarkson,TOT,SG,27,71,2,24.0,5.5,12.2,.454,2.1,5.8,.368,.533,.542,1.9,2.3,.836,0.7,1.9,2.6,1.9,0.6,0.2,1.4,1.5,15.2
Nicolas Claxton,BRK,C,20,15,0,12.5,1.8,3.2,.563,0.1,0.5,.143,.634,.573,0.7,1.4,.524,1.3,1.7,2.9,1.1,0.1,0.5,0.6,0.9,4.4
Chris Clemons,HOU,SG,22,33,0,8.8,1.7,4.3,.401,1.1,3.2,.346,.571,.532,0.3,0.3,.909,0.1,0.8,0.9,0.8,0.3,0.2,0.6,0.8,4.9
Antonius Cleveland,DAL,SG,25,11,0,4.2,0.4,1.3,.286,0.0,0.3,.000,.364,.286,0.3,0.5,.600,0.2,0.5,0.6,0.1,0.1,0.3,0.2,0.7,1.0
Amir Coffey,LAC,SG,22,18,1,8.8,1.3,3.0,.426,0.3,1.1,.316,.486,.481,0.3,0.6,.545,0.2,0.7,0.9,0.8,0.3,0.1,0.4,1.1,3.2
John Collins,ATL,PF,22,41,41,33.2,8.6,14.8,.583,1.4,3.6,.401,.642,.632,2.9,3.7,.800,2.8,7.3,10.1,1.5,0.8,1.6,1.8,3.4,21.6
Zach Collins,POR,PF,22,11,11,26.4,2.9,6.2,.471,0.6,1.7,.368,.510,.522,0.5,0.7,.750,2.3,4.0,6.3,1.5,0.5,0.5,1.3,3.3,7.0
Mike Conley,UTA,PG,32,47,41,29.0,4.9,12.1,.409,2.0,5.4,.375,.437,.494,2.4,3.0,.827,0.7,2.5,3.2,4.4,0.8,0.1,2.0,2.2,14.4
Pat Connaughton,MIL,SG,27,67,4,18.6,2.0,4.5,.455,0.8,2.5,.331,.607,.547,0.5,0.6,.775,0.9,3.3,4.2,1.6,0.4,0.5,0.8,1.0,5.4
Quinn Cook,LAL,PG,26,44,1,11.5,2.1,4.9,.425,0.7,1.9,.365,.465,.498,0.3,0.3,.786,0.3,0.9,1.2,1.1,0.3,0.0,0.8,0.6,5.1
Tyler Cook,TOT,PF-SF,22,13,0,4.2,0.6,0.9,.667,0.0,0.0,,.667,.667,0.5,0.6,.875,0.5,0.6,1.1,0.1,0.2,0.0,0.2,0.4,1.8
Robert Covington,TOT,PF-C,29,70,68,30.5,4.4,10.3,.422,2.3,6.9,.335,.593,.533,1.4,1.8,.798,0.9,5.7,6.6,1.3,1.6,1.3,1.5,3.1,12.4
Allen Crabbe,TOT,SG-SF,27,37,1,17.6,1.7,4.8,.356,1.0,3.2,.303,.466,.458,0.3,0.4,.714,0.3,1.8,2.1,0.9,0.4,0.1,0.5,1.3,4.6
Torrey Craig,DEN,SF,29,58,27,18.5,2.1,4.6,.461,0.8,2.4,.326,.603,.545,0.4,0.6,.611,1.1,2.2,3.3,0.8,0.4,0.6,0.4,2.3,5.4
Jamal Crawford,BRK,SG,39,1,0,6.0,2.0,4.0,.500,1.0,2.0,.500,.500,.625,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0
Jae Crowder,TOT,SF-PF,29,65,53,28.8,3.5,8.7,.401,2.1,6.1,.343,.538,.521,1.5,1.9,.776,0.8,5.1,5.9,2.5,1.1,0.4,1.1,2.2,10.5
Jarrett Culver,MIN,SG,20,63,35,23.9,3.7,9.0,.404,1.0,3.5,.299,.471,.462,0.9,1.9,.462,1.1,2.3,3.4,1.7,0.9,0.6,1.3,2.0,9.2
Seth Curry,DAL,SG,29,64,25,24.6,4.4,9.0,.495,2.3,5.0,.452,.549,.621,1.3,1.5,.825,0.4,1.8,2.3,1.9,0.6,0.1,1.0,1.8,12.4
Stephen Curry,GSW,PG,31,5,5,27.8,6.6,16.4,.402,2.4,9.8,.245,.636,.476,5.2,5.2,1.000,0.8,4.4,5.2,6.6,1.0,0.4,3.2,2.2,20.8
Troy Daniels,TOT,SG,28,47,0,11.3,1.5,4.0,.387,1.0,2.8,.348,.481,.511,0.2,0.3,.625,0.3,0.9,1.1,0.4,0.2,0.1,0.3,0.8,4.3
Anthony Davis,LAL,PF,26,62,62,34.4,8.9,17.7,.503,1.2,3.5,.330,.546,.536,7.2,8.5,.846,2.3,7.0,9.3,3.2,1.5,2.3,2.5,2.5,26.1
Ed Davis,UTA,C,30,28,1,10.8,0.8,1.6,.478,0.0,0.0,,.478,.478,0.3,0.5,.500,1.3,2.5,3.8,0.4,0.4,0.3,0.5,2.2,1.8
Terence Davis,TOR,SG,22,72,4,16.8,2.8,6.1,.456,1.3,3.4,.388,.541,.564,0.7,0.8,.864,0.7,2.6,3.3,1.6,0.5,0.2,1.1,1.7,7.5
Dewayne Dedmon,TOT,C,30,44,18,17.6,2.3,5.8,.400,0.5,2.4,.206,.541,.443,0.7,0.8,.833,1.4,4.3,5.7,0.5,0.6,0.9,1.3,3.0,5.8
Matthew Dellavedova,CLE,PG,29,57,4,14.4,1.1,3.1,.354,0.4,1.6,.231,.488,.414,0.6,0.6,.865,0.3,1.0,1.3,3.2,0.4,0.0,1.0,1.4,3.1
DeMar DeRozan,SAS,SF,30,68,68,34.1,8.2,15.4,.531,0.1,0.5,.257,.540,.535,5.6,6.6,.845,0.6,4.9,5.5,5.6,1.0,0.3,2.4,2.6,22.1
Cheick Diallo,PHO,C,23,47,2,10.2,2.0,3.0,.648,0.0,0.1,.333,.655,.651,0.7,0.8,.872,0.6,2.1,2.8,0.5,0.2,0.3,0.7,1.2,4.7
Hamidou Diallo,OKC,SF,21,46,3,19.5,2.9,6.4,.446,0.3,1.2,.281,.485,.473,0.8,1.4,.603,1.0,2.7,3.6,0.8,0.8,0.2,1.1,2.2,6.9
Gorgui Dieng,TOT,C,30,63,17,17.4,2.6,5.8,.456,0.9,2.4,.355,.528,.530,1.2,1.6,.772,1.4,4.2,5.6,1.2,0.8,0.9,1.0,2.0,7.4
Spencer Dinwiddie,BRK,PG,26,64,49,31.2,6.6,16.0,.415,1.9,6.3,.308,.485,.476,5.4,7.0,.778,0.5,3.0,3.5,6.8,0.6,0.3,2.7,2.8,20.6
Donte DiVincenzo,MIL,SG,23,66,24,23.0,3.5,7.7,.455,1.3,3.7,.336,.567,.536,1.0,1.3,.733,1.0,3.8,4.8,2.3,1.3,0.3,1.4,1.7,9.2
Luka Dončić,DAL,PG,20,61,61,33.6,9.5,20.6,.463,2.8,8.9,.316,.574,.531,7.0,9.2,.758,1.3,8.1,9.4,8.8,1.0,0.2,4.3,2.5,28.8
Luguentz Dort,OKC,SF,20,36,28,22.8,2.4,6.1,.394,0.8,2.8,.297,.479,.463,1.2,1.5,.792,0.7,1.6,2.3,0.8,0.9,0.1,0.6,2.7,6.8
Damyean Dotson,NYK,SG,25,48,0,17.4,2.5,6.0,.414,1.2,3.4,.362,.480,.516,0.5,0.7,.667,0.2,1.7,1.9,1.2,0.5,0.1,0.4,0.9,6.7
Sekou Doumbouya,DET,PF,19,38,19,19.8,2.4,6.2,.390,0.7,2.6,.286,.464,.449,0.8,1.2,.674,0.5,2.6,3.1,0.5,0.5,0.2,0.9,2.1,6.4
