name,team,pos,age,games,gamesStarted,mpg,fgm,fga,fg%,3pm,3pa,3%,2%,efg%,ftm,fta,ft%,orb,drb,trb,apg,spg,bpg,tov,pf,ppg
Mahmoud Abdul-Rauf,DEN,PG,26,57,53,35.6,7.3,16.8,.434,2.1,5.4,.392,.454,.497,2.6,2.8,.930,0.5,2.0,2.4,6.8,1.1,0.1,2.0,2.1,19.2
Michael Adams,CHH,PG,33,21,3,15.7,1.8,4.0,.446,0.7,2.0,.341,.548,.530,1.2,1.7,.743,0.2,0.8,1.0,3.2,1.0,0.2,1.2,1.2,5.4
Rafael Addison,CHH,SF,31,53,0,9.7,1.5,3.1,.467,0.0,0.2,.000,.494,.467,0.3,0.4,.773,0.5,1.2,1.7,0.6,0.2,0.2,0.5,1.4,3.2
Cory Alexander,SAS,PG,22,60,0,9.3,1.1,2.6,.406,0.4,1.1,.394,.416,.490,0.3,0.4,.640,0.2,0.6,0.7,2.0,0.5,0.0,1.1,1.6,2.8
Jerome Allen,MIN,SG,23,41,0,8.8,0.9,2.6,.343,0.2,0.8,.303,.361,.390,0.6,0.9,.722,0.1,0.5,0.6,1.2,0.5,0.1,0.8,1.0,2.6
Derrick Alston,PHI,C,23,73,41,22.1,2.7,5.3,.512,0.0,0.0,.333,.513,.513,0.8,1.5,.491,1.7,2.4,4.1,0.8,0.8,0.7,0.8,2.6,6.2
John Amaechi,CLE,PF,25,28,3,12.8,1.0,2.5,.414,0.0,0.0,,.414,.414,0.7,1.2,.576,0.5,1.4,1.9,0.3,0.2,0.4,1.2,1.8,2.8
Ashraf Amaya,VAN,PF,24,54,34,20.4,2.2,4.7,.480,0.0,0.0,.000,.482,.480,1.8,2.8,.651,2.1,3.5,5.6,0.6,0.4,0.2,1.1,2.8,6.3
Greg Anderson,SAS,PF,31,46,7,7.5,0.5,1.0,.511,0.0,0.0,.000,.522,.511,0.1,0.5,.240,0.6,1.5,2.2,0.2,0.2,0.5,0.5,1.4,1.2
Kenny Anderson,TOT,PG,25,69,64,34.0,5.1,12.1,.418,1.3,3.7,.359,.445,.474,3.8,4.9,.769,0.9,2.0,2.9,8.3,1.6,0.2,2.1,2.6,15.2
Nick Anderson,ORL,SG,28,77,77,35.3,5.2,11.7,.442,2.2,5.6,.391,.489,.535,2.2,3.1,.692,1.2,4.2,5.4,3.6,1.6,0.6,1.8,1.8,14.7
Willie Anderson,TOT,SG,29,76,44,27.1,3.8,8.7,.436,0.4,1.6,.283,.470,.462,1.7,2.1,.810,0.6,2.6,3.2,2.6,1.0,0.8,1.9,3.0,9.8
Greg Anthony,VAN,PG,28,69,68,30.4,4.7,11.3,.415,1.3,3.9,.332,.459,.472,3.3,4.3,.771,0.4,2.1,2.5,6.9,1.7,0.2,2.3,2.0,14.0
B.J. Armstrong,GSW,PG,28,82,64,27.6,4.1,8.9,.468,1.2,2.5,.473,.465,.535,2.9,3.4,.839,0.3,2.0,2.2,4.9,0.8,0.1,1.6,1.8,12.3
Darrell Armstrong,ORL,PG,27,13,0,3.2,1.2,2.5,.500,0.5,0.9,.500,.500,.594,0.3,0.3,1.000,0.0,0.2,0.2,0.4,0.5,0.0,0.5,0.3,3.2
Vincent Askew,SEA,SG,29,69,2,25.0,3.1,6.3,.493,0.4,1.2,.337,.531,.526,1.8,2.3,.764,0.9,2.2,3.2,2.4,0.7,0.2,1.4,2.6,8.4
